"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 10.0 percent","Margin of Error!!Total:!!Less than 10.0 percent","Estimate!!Total:!!10.0 to 14.9 percent","Margin of Error!!Total:!!10.0 to 14.9 percent","Estimate!!Total:!!15.0 to 19.9 percent","Margin of Error!!Total:!!15.0 to 19.9 percent","Estimate!!Total:!!20.0 to 24.9 percent","Margin of Error!!Total:!!20.0 to 24.9 percent","Estimate!!Total:!!25.0 to 29.9 percent","Margin of Error!!Total:!!25.0 to 29.9 percent","Estimate!!Total:!!30.0 to 34.9 percent","Margin of Error!!Total:!!30.0 to 34.9 percent","Estimate!!Total:!!35.0 to 39.9 percent","Margin of Error!!Total:!!35.0 to 39.9 percent","Estimate!!Total:!!40.0 to 49.9 percent","Margin of Error!!Total:!!40.0 to 49.9 percent","Estimate!!Total:!!50.0 percent or more","Margin of Error!!Total:!!50.0 percent or more","Estimate!!Total:!!Not computed","Margin of Error!!Total:!!Not computed"
"0600000US2501743895","Natick town, Middlesex County, Massachusetts","4514","351","245","129","554","190","720","184","577","139","442","137","329","151","326","156","328","177","830","214","163","75"
"0600000US2501745560","Newton city, Middlesex County, Massachusetts","8581","418","593","175","1061","205","1353","242","885","183","868","135","835","187","425","140","595","179","1468","229","498","106"
"0600000US2501748955","North Reading town, Middlesex County, Massachusetts","683","147","35","40","59","46","137","72","23","28","71","76","125","88","0","19","14","23","136","62","83","61"
"0600000US2501752805","Pepperell town, Middlesex County, Massachusetts","896","146","18","20","92","71","138","86","131","86","165","93","78","51","63","56","55","39","100","54","56","41"
"0600000US2501756130","Reading town, Middlesex County, Massachusetts","1458","182","7","11","196","109","190","80","195","99","174","76","230","111","58","35","46","42","340","116","22","28"
"0600000US2501761380","Sherborn town, Middlesex County, Massachusetts","61","41","12","18","0","12","0","12","0","12","0","12","0","12","16","25","14","19","11","18","8","14"
"0600000US2501761590","Shirley town, Middlesex County, Massachusetts","664","174","73","81","57","91","145","117","93","101","45","42","77","100","16","26","56","91","90","67","12","19"
"0600000US2501762535","Somerville city, Middlesex County, Massachusetts","21766","612","817","205","2035","309","3589","340","3600","420","2993","404","2422","364","945","245","1532","260","3221","449","612","179"
"0600000US2501767665","Stoneham town, Middlesex County, Massachusetts","3348","344","71","51","345","170","546","129","381","139","554","208","216","85","193","114","187","84","566","187","289","114"
"0600000US2501768050","Stow town, Middlesex County, Massachusetts","296","88","0","17","13","22","36","53","49","62","72","68","14","22","29","35","41","51","26","31","16","25"
"0600000US2501768260","Sudbury town, Middlesex County, Massachusetts","537","110","0","19","74","57","71","47","145","101","42","40","40","31","41","58","11","18","75","65","38","34"
"0600000US2501769415","Tewksbury town, Middlesex County, Massachusetts","1732","260","75","55","62","53","219","134","288","151","117","78","141","80","98","75","162","94","419","211","151","77"
"0600000US2501770360","Townsend town, Middlesex County, Massachusetts","486","105","13","21","46","33","53","39","42","33","69","31","61","42","40","30","51","39","67","55","44","48"
"0600000US2501771025","Tyngsborough town, Middlesex County, Massachusetts","749","192","73","78","4","16","28","41","169","111","102","77","75","83","66","69","18","25","123","77","91","97"
"0600000US2501772215","Wakefield town, Middlesex County, Massachusetts","2732","292","10","17","166","81","458","174","480","181","501","179","171","77","139","92","225","112","407","124","175","82"
"0600000US2501772600","Waltham city, Middlesex County, Massachusetts","11450","400","599","237","1350","235","1684","283","1517","300","1391","266","835","193","1095","219","896","228","1727","284","356","133"
"0600000US2501773440","Watertown Town city, Middlesex County, Massachusetts","7528","468","287","104","721","229","1384","258","1060","250","949","223","605","186","511","176","282","123","1368","294","361","126"
"0600000US2501773790","Wayland town, Middlesex County, Massachusetts","413","102","64","47","48","33","27","25","65","34","22","25","9","14","0","19","34","30","106","67","38","46"
"0600000US2501776135","Westford town, Middlesex County, Massachusetts","1187","175","14","12","85","61","320","125","147","88","120","68","120","81","42","40","39","31","211","87","89","50"
"0600000US2501777255","Weston town, Middlesex County, Massachusetts","539","131","106","64","46","39","28","33","44","39","0","19","42","41","15","24","21","27","142","90","95","67"
"0600000US2501780230","Wilmington town, Middlesex County, Massachusetts","1131","176","23","28","77","55","133","70","229","96","53","37","199","116","75","53","54","43","199","87","89","76"
"0600000US2501780510","Winchester town, Middlesex County, Massachusetts","1071","137","72","48","72","43","149","58","143","62","109","58","139","58","81","49","9","14","213","81","84","49"
"0600000US2501781035","Woburn city, Middlesex County, Massachusetts","6174","425","195","127","503","150","1289","315","616","182","639","225","526","171","456","180","433","165","1308","283","209","88"
"0600000US2501900000","County subdivisions not defined, Nantucket County, Massachusetts","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"0600000US2501943790","Nantucket town, Nantucket County, Massachusetts","1094","167","32","27","138","62","103","58","101","55","74","49","96","62","117","85","89","62","194","92","150","54"
"0600000US2502102935","Avon town, Norfolk County, Massachusetts","411","102","17","25","11","18","26","25","18","21","117","76","34","40","0","12","29","30","122","62","37","47"
"0600000US2502104930","Bellingham town, Norfolk County, Massachusetts","1188","208","139","127","109","85","94","59","129","83","116","66","127","89","74","62","92","82","187","113","121","110"
"0600000US2502107740","Braintree Town city, Norfolk County, Massachusetts","3787","311","96","71","385","170","507","159","484","136","459","175","372","144","182","94","368","179","774","169","160","66"
"0600000US2502109175","Brookline town, Norfolk County, Massachusetts","12484","445","426","135","847","212","1610","322","1730","281","1428","244","1203","203","409","135","1021","239","3054","369","756","192"
"0600000US2502111315","Canton town, Norfolk County, Massachusetts","2136","274","153","91","138","87","115","79","350","158","267","130","158","104","241","137","130","97","503","202","81","63"
"0600000US2502114640","Cohasset town, Norfolk County, Massachusetts","696","188","68","84","19","31","99","67","61","71","14","22","70","55","24","37","37","41","224","112","80","80"
"0600000US2502116495","Dedham town, Norfolk County, Massachusetts","2796","246","171","97","162","71","197","98","393","158","186","77","314","120","289","122","350","113","599","172","135","60"
"0600000US2502117405","Dover town, Norfolk County, Massachusetts","133","66","10","16","14","21","11","16","0","17","0","17","0","17","27","30","0","17","19","22","52","46"
"0600000US2502124820","Foxborough town, Norfolk County, Massachusetts","2479","245","79","71","195","106","264","120","306","124","220","100","431","160","102","72","254","144","505","159","123","69"
"0600000US2502125172","Franklin Town city, Norfolk County, Massachusetts","2310","275","131","82","355","155","159","85","403","201","304","129","191","106","40","21","175","112","439","158","113","69"
"0600000US2502130455","Holbrook town, Norfolk County, Massachusetts","775","231","0","19","150","117","14","23","53","68","40","40","277","129","12","20","65","65","103","99","61","52"
"0600000US2502139765","Medfield town, Norfolk County, Massachusetts","556","125","0","19","0","19","38","39","73","65","45","37","82","56","37","33","52","40","196","110","33","31"
"0600000US2502139975","Medway town, Norfolk County, Massachusetts","479","122","0","19","59","43","63","57","36","30","114","67","19","20","0","19","37","36","99","50","52","42"
"0600000US2502141515","Millis town, Norfolk County, Massachusetts","559","143","0","17","21","36","26","30","55","76","33","38","162","126","54","71","34","56","146","77","28","38"
"0600000US2502141690","Milton town, Norfolk County, Massachusetts","1391","197","44","38","138","105","115","67","107","65","123","70","163","79","140","73","144","105","314","141","103","80"
"0600000US2502144105","Needham town, Norfolk County, Massachusetts","1734","215","126","80","105","64","160","112","203","93","216","115","133","71","58","70","130","70","489","147","114","67"
"0600000US2502146050","Norfolk town, Norfolk County, Massachusetts","139","55","0","19","22","24","26","29","11","16","39","28","11","17","11","18","0","19","19","22","0","19"
"0600000US2502150250","Norwood town, Norfolk County, Massachusetts","5090","327","218","118","421","142","715","169","695","160","750","188","544","178","199","75","377","133","1007","201","164","117"
"0600000US2502154100","Plainville town, Norfolk County, Massachusetts","1057","242","83","84","59","47","150","107","199","112","97","92","189","198","35","26","94","72","151","82","0","17"
"0600000US2502155745","Quincy city, Norfolk County, Massachusetts","22174","716","832","224","1627","345","3465","401","3083","433","2503","390","2167","368","1435","288","1597","321","4443","439","1022","200"
"0600000US2502156000","Randolph Town city, Norfolk County, Massachusetts","3795","420","75","58","159","112","407","174","415","216","502","227","501","226","435","224","193","116","1026","305","82","51"
"0600000US2502160785","Sharon town, Norfolk County, Massachusetts","736","138","9","15","65","52","48","36","104","52","129","77","50","43","104","67","69","50","128","72","30","38"
"0600000US2502167945","Stoughton town, Norfolk County, Massachusetts","3070","344","45","40","198","101","260","119","301","117","430","162","317","162","114","74","278","112","900","210","227","125"
"0600000US2502172495","Walpole town, Norfolk County, Massachusetts","1580","254","27","38","134","74","155","95","231","139","176","134","200","113","28","32","255","156","288","127","86","73"
"0600000US2502174175","Wellesley town, Norfolk County, Massachusetts","1610","162","93","48","192","76","170","65","316","95","209","88","98","51","11","18","161","101","250","81","110","49"
